Player,Pos,Squad,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgR
Matz Sels,GK,Strasbourg,3420,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0.0,0.0
Nélson Semedo,DF,Wolves,2632,0,1,1,0,0,0,11,1,0.4,0.4,0.7,1.2,50.0,147.0
Vivaldo Semedo,"FW,MF",Udinese,36,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,3.0
Antoine Semenyo,"FW,MF",Bournemouth,258,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,5.0,11.0
Marvin Senaya,DF,Strasbourg,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
Marcos Senesi,DF,Bournemouth,2491,2,0,2,2,0,0,7,0,1.6,1.6,0.5,2.1,9.0,3.0
Stefano Sensi,MF,Monza,1618,3,1,4,3,0,0,8,0,1.4,1.4,2.1,3.5,27.0,37.0
Jaime Seoane,"MF,FW",Getafe,326,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,6.0,7.0
Luigi Sepe,GK,Salernitana,1530,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
Suat Serdar,MF,Hertha BSC,2021,4,2,6,4,0,0,7,0,1.9,1.9,1.6,3.5,33.0,48.0
Leonardo Sernicola,DF,Cremonese,2317,2,2,4,2,0,0,11,0,1.3,1.3,2.3,3.7,60.0,95.0
Ryan Sessegnon,DF,Tottenham,813,2,0,2,2,0,0,4,0,1.6,1.6,1.1,2.7,24.0,64.0
Stephan El Shaarawy,"DF,MF",Roma,1523,7,2,9,7,0,0,3,0,5.5,5.5,1.4,6.9,58.0,136.0
Eniss Shabani,MF,Mainz 05,10,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Shaw,DF,Manchester Utd,2552,1,2,3,1,0,0,8,0,1.1,1.1,3.6,4.7,53.0,76.0
Kaj Sierhuis,"FW,MF",Reims,218,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,5.0,29.0
Vincent Sierro,MF,Toulouse,665,0,0,0,0,0,0,3,0,0.5,0.5,0.8,1.2,7.0,13.0
Kiliann Sildillia,"DF,MF",Freiburg,1977,0,2,2,0,0,0,4,1,0.8,0.8,0.7,1.6,20.0,47.0
André Silva,FW,RB Leipzig,1738,4,3,7,4,0,0,3,0,9.2,9.2,2.9,12.0,35.0,142.0
Bernardo Silva,"MF,FW",Manchester City,2205,4,5,9,4,0,0,5,0,2.2,2.2,3.3,5.4,90.0,188.0
Caio Henrique Oliveira Silva,DF,Monaco,2896,1,9,10,1,0,0,3,0,0.7,0.7,5.2,6.0,56.0,141.0
David Silva,MF,Real Sociedad,1937,2,5,7,2,0,0,3,0,3.8,3.8,3.6,7.3,70.0,121.0
Rui Silva,GK,Betis,2340,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Silva,DF,Chelsea,2352,0,2,2,0,0,0,2,0,1.5,1.5,0.5,2.0,8.0,2.0
Marco Silvestri,GK,Udinese,3420,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abdallah Sima,FW,Angers,1836,5,1,6,5,0,0,0,0,4.8,4.8,2.2,7.0,38.0,140.0
Mohamed Simakan,DF,RB Leipzig,1454,1,1,2,1,0,0,2,0,1.7,1.7,1.2,2.9,32.0,72.0
Giovanni Simeone,FW,Napoli,406,4,1,5,4,0,0,1,0,1.4,1.4,1.2,2.5,11.0,34.0
Ellis Simms,FW,Everton,228,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,2.0,19.0
Simo,DF,Espanyol,148,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
Moses Simon,"FW,MF",Nantes,2346,5,4,9,4,1,1,3,0,4.6,3.6,3.5,7.1,138.0,218.0
Unai Simón,GK,Athletic Club,2745,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
Lassine Sinayoko,"MF,FW",Auxerre,1570,1,2,3,1,0,0,2,1,3.2,3.2,2.7,5.9,49.0,150.0
Wilfried Singo,DF,Torino,2046,2,1,3,2,0,0,8,0,2.7,2.7,1.9,4.6,54.0,93.0
Luis Sinisterra,FW,Leeds United,867,5,0,5,5,0,0,3,1,3.7,3.7,0.4,4.2,30.0,84.0
Daley Sinkgraven,"DF,MF",Leverkusen,344,0,2,2,0,0,0,1,0,0.2,0.2,1.3,1.4,8.0,17.0
Tobias Sippel,GK,M'Gladbach,510,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Siquet,DF,Freiburg,17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Salvatore Sirigu,GK,Fiorentina,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahima Sissoko,MF,Strasbourg,1310,0,2,2,0,0,0,1,0,0.7,0.7,0.9,1.6,18.0,41.0
Moussa Sissoko,MF,Nantes,1918,2,0,2,2,0,0,3,0,2.4,2.4,0.9,3.3,33.0,70.0
Ellyes Skhiri,MF,Köln,2856,7,1,8,7,0,0,5,0,5.3,5.3,1.8,7.1,50.0,61.0
Oliver Skipp,MF,Tottenham,1491,1,0,1,1,0,0,7,0,0.3,0.3,0.6,0.9,14.0,25.0
Leo Skiri Østigård,DF,Napoli,419,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5.0,1.0
Łukasz Skorupski,GK,Bologna,3330,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Skov,DF,Hoffenheim,1349,3,2,5,1,2,2,1,0,3.4,1.8,1.8,3.6,43.0,97.0
Milan Škriniar,DF,Inter,1769,0,0,0,0,0,0,5,1,0.8,0.8,0.3,1.1,16.0,10.0
Naatan Skyttä,MF,Toulouse,23,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,2.0
Islam Slimani,FW,Brest,986,1,1,2,1,0,1,5,0,2.5,1.7,1.2,2.9,11.0,61.0
Chris Smalling,DF,Roma,2808,3,1,4,3,0,0,7,0,1.7,1.7,0.4,2.1,5.0,7.0
Adam Smith,DF,Bournemouth,2943,0,1,1,0,0,0,11,0,0.5,0.5,1.3,1.8,28.0,54.0
Emile Smith Rowe,"MF,FW",Arsenal,172,0,2,2,0,0,0,0,0,0.3,0.3,0.7,1.0,2.0,11.0
Hrvoje Smolčić,DF,Eint Frankfurt,471,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,1.0
Danilo Soares,DF,Bochum,1766,0,0,0,0,0,0,6,0,0.0,0.0,1.3,1.3,17.0,24.0
Eduard Sobol,DF,Strasbourg,870,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,16.0,54.0
Rubén Sobrino,"MF,FW",Cádiz,2465,3,2,5,3,0,0,11,0,4.9,4.9,2.3,7.2,45.0,81.0
Alex Sola,DF,Real Sociedad,349,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8.0,19.0
Dominic Solanke,"FW,MF",Bournemouth,2860,6,7,13,6,0,0,2,0,9.1,9.1,3.9,13.0,70.0,167.0
Augusto Solari,MF,Celta Vigo,262,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,5.0,14.0
Ola Solbakken,"MF,FW",Roma,502,1,2,3,1,0,0,2,0,0.6,0.6,1.6,2.2,5.0,35.0
Nikola Soldo,DF,Köln,593,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.7,3.0,0.0
François-Joseph Sollacaro,GK,Ajaccio,540,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Manor Solomon,FW,Fulham,572,4,0,4,4,0,0,0,0,1.2,1.2,0.4,1.6,16.0,51.0
David Soria,GK,Getafe,3420,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,0.0
Roberto Soriano,"FW,MF",Bologna,1326,1,3,4,1,0,0,1,0,0.6,0.6,2.5,3.1,30.0,66.0
Borna Sosa,DF,Stuttgart,1955,2,7,9,2,0,0,5,0,1.0,1.0,6.5,7.6,58.0,152.0
Joaquin Sosa,DF,Bologna,688,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,6.0,1.0
Hugo Sotelo,MF,Celta Vigo,17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Sotoca,"MF,FW",Lens,3054,7,9,16,6,1,3,4,0,10.5,8.1,8.1,16.2,53.0,302.0
Riccardo Sottil,FW,Fiorentina,833,0,2,2,0,0,0,1,0,1.0,1.0,1.1,2.2,65.0,123.0
Tomáš Souček,MF,West Ham,2815,2,3,5,2,0,0,3,0,4.0,4.0,1.9,6.0,11.0,52.0
Matìas Soulé,"MF,FW",Juventus,420,1,0,1,1,0,0,0,0,1.5,1.5,0.8,2.3,12.0,33.0
Moussa Soumano,FW,Ajaccio,495,1,0,1,1,0,0,3,0,0.5,0.5,0.3,0.8,5.0,19.0
Adama Soumaoro,DF,Bologna,1867,0,0,0,0,0,0,5,1,0.3,0.3,0.0,0.3,7.0,1.0
Boubakary Soumaré,MF,Leicester City,1629,0,0,0,0,0,0,9,0,0.0,0.0,0.4,0.4,17.0,20.0
Arnaud Souquet,"DF,FW",Montpellier,361,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,5.0,14.0
Dyego Sousa,FW,Almería,527,0,1,1,0,0,0,1,0,1.2,1.2,1.0,2.2,10.0,39.0
Harry Souttar,DF,Leicester City,992,0,1,1,0,0,0,2,0,1.4,1.4,0.2,1.6,6.0,4.0
Vinicius Souza,MF,Espanyol,2428,1,1,2,1,0,0,10,1,0.8,0.8,0.6,1.4,13.0,14.0
Djibril Sow,MF,Eint Frankfurt,2646,4,0,4,4,0,0,9,0,1.7,1.7,1.0,2.8,35.0,29.0
Çağlar Söyüncü,DF,Leicester City,529,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,5.0,0.0
Kevin Spadanuda,"MF,FW",Ajaccio,1063,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,17.0,56.0
Stijn Spierings,MF,Toulouse,3120,2,0,2,2,0,0,6,0,1.8,1.8,2.1,3.9,31.0,30.0
Leonardo Spinazzola,DF,Roma,1654,1,4,5,1,0,0,3,0,1.0,1.0,2.0,3.0,107.0,87.0
Marco Sportiello,GK,Atalanta,1339,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Stacey,DF,Bournemouth,299,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,9.0,15.0
Anton Stach,MF,Mainz 05,2070,1,4,5,1,0,0,4,0,2.2,2.2,3.6,5.8,37.0,77.0
Kostas Stafylidis,"DF,MF",Bochum,1043,0,2,2,0,0,0,4,0,0.4,0.4,0.7,1.1,9.0,14.0
Jens Stage,MF,Werder Bremen,1855,3,3,6,3,0,0,5,0,3.1,3.1,1.8,4.9,19.0,55.0
Veit Stange,MF,Hertha BSC,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Stanišić,DF,Bayern Munich,579,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,12.0,35.0
Junior Stanislas,MF,Bournemouth,61,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.0,5.0
Jay Stansfield,FW,Fulham,87,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2.0,4.0
Niklas Stark,DF,Werder Bremen,2077,0,0,0,0,0,0,9,0,0.2,0.2,0.3,0.5,9.0,3.0
Jason Steele,GK,Brighton,1350,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0
Calvin Stengs,FW,Nice,212,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,10.0,16.0
Pascal Stenzel,DF,Stuttgart,333,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,3.0,5.0
Raheem Sterling,"FW,MF",Chelsea,1891,6,3,9,6,0,0,4,0,6.2,6.2,4.6,10.8,81.0,186.0
Angelo Stiller,MF,Hoffenheim,704,1,1,2,1,0,0,1,0,0.3,0.3,0.5,0.8,4.0,16.0
Lars Stindl,"FW,MF",M'Gladbach,1734,8,7,15,8,0,0,9,0,5.0,5.0,6.2,11.2,22.0,89.0
Kevin Stöger,MF,Bochum,2599,5,3,8,2,3,3,3,0,4.4,2.1,5.7,7.7,43.0,98.0
Petar Stojanović,DF,Empoli,1530,0,1,1,0,0,0,3,0,0.3,0.3,1.0,1.3,50.0,51.0
John Stones,"DF,MF",Manchester City,1846,2,2,4,2,0,0,2,0,1.0,1.0,1.4,2.4,28.0,34.0
Jørgen Strand Larsen,FW,Celta Vigo,1705,4,4,8,4,0,0,4,0,5.6,5.6,2.0,7.6,17.0,73.0
Tony Strata,"MF,DF",Ajaccio,138,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0
Gabriel Strefezza,"FW,MF",Lecce,2442,8,4,12,6,2,3,5,0,6.2,3.9,4.3,8.2,72.0,177.0
Dávid Strelec,FW,Spezia,169,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,2.0,14.0
Pascal Struijk,DF,Leeds United,2200,2,1,3,2,0,0,5,0,1.4,1.4,2.4,3.7,24.0,53.0
Cristhian Stuani,FW,Girona,1090,9,0,9,4,5,6,8,0,9.7,5.0,1.3,6.2,2.0,26.0
Damián Suárez,"DF,MF",Getafe,1946,1,1,2,1,0,0,7,0,1.1,1.1,1.8,2.9,21.0,72.0
Denis Suárez,"MF,FW",Espanyol,945,0,0,0,0,0,0,2,0,0.5,0.5,1.1,1.6,26.0,34.0
Mario Suárez,"MF,DF",Rayo Vallecano,12,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Suazo,DF,Toulouse,1259,0,1,1,0,0,0,1,0,0.1,0.1,0.8,0.9,26.0,66.0
Isaac Success,FW,Udinese,1815,1,6,7,1,0,0,4,0,3.3,3.3,4.0,7.3,37.0,200.0
Niklas Süle,DF,Dortmund,2118,2,3,5,2,0,0,2,0,2.2,2.2,2.2,4.4,37.0,57.0
Ibrahim Sulemana,MF,Hellas Verona,651,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.6,4.0,5.0
Crysencio Summerville,FW,Leeds United,1426,4,2,6,4,0,0,4,0,2.9,2.9,1.6,4.5,51.0,92.0
Ivan Šunjić,MF,Hertha BSC,993,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.8,6.0,6.0
Sam Surridge,FW,Nott'ham Forest,323,1,0,1,1,0,0,2,0,1.8,1.8,0.1,1.8,2.0,17.0
Suso,"MF,FW",Sevilla,1065,2,4,6,2,0,0,1,0,1.1,1.1,2.8,4.0,27.0,96.0
Yuito Suzuki,"FW,MF",Strasbourg,36,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,3.0,6.0
Mattias Svanberg,"MF,FW",Wolfsburg,1835,4,6,10,4,0,0,4,0,4.4,4.4,5.0,9.4,29.0,85.0
Mile Svilar,GK,Roma,270,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Williot Swedberg,MF,Celta Vigo,55,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,5.0
Wojciech Szczęsny,GK,Juventus,2472,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Szoboszlai,"MF,FW",RB Leipzig,2444,6,8,14,5,1,1,5,2,5.5,4.7,8.1,12.9,75.0,157.0
Nicolás Tagliafico,DF,Lyon,2991,1,3,4,1,0,0,5,0,2.4,1.9,4.2,6.1,38.0,171.0
Jonathan Tah,DF,Leverkusen,2487,1,0,1,1,0,0,6,0,1.1,1.1,0.5,1.5,8.0,4.0
Benjamin Tahirovic,MF,Roma,355,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0.0,3.0
Waniss Taibi,MF,Angers,189,0,1,1,0,0,0,1,0,0.3,0.3,0.1,0.4,8.0,7.0
Flavien Tait,MF,Rennes,1680,2,2,4,2,0,0,2,0,2.3,2.3,2.2,4.5,52.0,56.0
Montassar Talbi,DF,Lorient,3420,1,2,3,1,0,0,0,0,0.7,0.7,0.5,1.2,13.0,0.0
Thibault Tamas,DF,Montpellier,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
Adrien Tameze,MF,Hellas Verona,3031,0,0,0,0,0,0,3,0,0.9,0.9,0.9,1.8,32.0,58.0
Japhet Tanganga,DF,Tottenham,146,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
Renato Tapia,"MF,DF",Celta Vigo,1451,0,0,0,0,0,0,8,1,1.0,1.0,1.1,2.0,12.0,8.0
Edmond Tapsoba,DF,Leverkusen,2871,1,0,1,0,1,2,5,0,2.8,1.2,1.0,2.2,40.0,10.0
Florian Tardieu,MF,Troyes,1009,3,0,3,0,3,3,2,0,2.9,0.5,1.0,1.5,20.0,17.0
Matt Targett,DF,Newcastle Utd,610,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,3.0,13.0
James Tarkowski,DF,Everton,3420,1,1,2,1,0,0,6,0,3.1,3.1,2.9,6.0,13.0,11.0
Ciprian Tătărușanu,GK,Milan,1440,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0
Niklas Tauer,"DF,MF",Mainz 05,93,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,4.0
Nuno Tavares,"DF,MF",Marseille,2349,6,0,6,6,0,0,6,1,4.5,4.5,2.6,7.1,96.0,245.0
Marcus Tavernier,"MF,FW",Bournemouth,1743,5,4,9,5,0,0,1,0,3.1,3.1,2.9,6.0,67.0,137.0
Enzo Tchato,DF,Montpellier,1096,1,1,2,1,0,0,1,0,0.4,0.4,1.1,1.5,25.0,57.0
Aurélien Tchouaméni,MF,Real Madrid,2119,0,4,4,0,0,0,2,0,1.8,1.8,2.2,4.0,41.0,23.0
Mathys Tel,FW,Bayern Munich,417,5,0,5,5,0,0,2,0,2.7,2.7,0.7,3.3,12.0,59.0
Semir Telalovic,"MF,FW",M'Gladbach,10,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0
Alex Telles,DF,Sevilla,1427,0,2,2,0,0,0,6,0,0.4,0.4,1.8,2.2,21.0,80.0
Marc-André ter Stegen,GK,Barcelona,3347,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.0
Simon Terodde,FW,Schalke 04,1823,5,0,5,5,0,1,5,0,6.3,5.5,2.3,7.9,5.0,68.0
Filippo Terracciano,"DF,MF",Hellas Verona,821,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.4,16.0,24.0
Pietro Terracciano,GK,Fiorentina,2610,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Terrier,"FW,MF",Rennes,1319,9,4,13,9,0,0,0,0,5.6,5.6,3.4,9.0,34.0,137.0
Aleksa Terzić,DF,Fiorentina,935,1,1,2,1,0,0,2,0,0.4,0.4,1.9,2.3,49.0,61.0
Kenny Tete,DF,Fulham,2569,1,5,6,1,0,0,8,0,0.7,0.7,1.9,2.5,75.0,69.0
Florian Thauvin,"FW,MF",Udinese,546,0,0,0,0,0,0,1,0,0.7,0.7,1.1,1.7,19.0,49.0
Arthur Theate,DF,Rennes,3127,4,0,4,4,0,0,5,0,4.5,4.5,0.6,5.1,37.0,4.0
Jan Thielmann,FW,Köln,869,2,2,4,2,0,0,5,0,1.1,1.1,0.9,1.9,27.0,66.0
Sada Thioub,"DF,FW",Angers,1060,1,2,3,1,0,0,3,0,1.4,1.4,1.9,3.3,23.0,78.0
Luke Thomas,DF,Leicester City,1073,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.8,10.0,13.0
Morten Thorsby,MF,Union Berlin,833,1,1,2,1,0,0,3,0,0.8,0.8,0.5,1.3,0.0,21.0
Kristian Thorstvedt,MF,Sassuolo,1136,2,1,3,2,0,0,5,0,2.1,2.1,1.1,3.2,31.0,54.0
Khéphren Thuram,MF,Nice,2547,2,4,6,2,0,0,3,0,3.2,3.2,5.1,8.3,92.0,77.0
Marcus Thuram,FW,M'Gladbach,2513,13,6,19,13,0,0,3,0,16.5,16.5,5.2,21.8,75.0,170.0
Alexis Tibidi,"FW,MF",Troyes,74,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
Youri Tielemans,MF,Leicester City,2344,3,2,5,2,1,2,4,0,2.5,0.9,4.7,5.6,35.0,56.0
Kieran Tierney,DF,Arsenal,795,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.7,25.0,31.0
Steffen Tigges,FW,Köln,1596,6,1,7,6,0,0,1,0,5.0,5.0,1.9,6.9,20.0,81.0
Jean-Clair Todibo,DF,Nice,2870,0,0,0,0,0,0,4,2,0.8,0.8,0.2,1.0,21.0,6.0
Harry Toffolo,DF,Nott'ham Forest,940,0,0,0,0,0,0,2,0,0.3,0.3,0.8,1.0,8.0,43.0
Umut Tohumcu,"MF,DF",Hoffenheim,271,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2.0,4.0
Corentin Tolisso,MF,Lyon,2036,1,2,3,1,0,0,3,0,1.7,1.7,4.4,6.2,32.0,52.0
Jeremy Toljan,DF,Sassuolo,2672,0,1,1,0,0,0,3,0,0.5,0.5,2.4,3.0,56.0,99.0
Rafael Tolói,DF,Atalanta,2784,2,1,3,2,0,0,8,0,2.8,2.8,1.2,4.0,21.0,29.0
Raúl de Tomás,FW,Rayo Vallecano,805,4,0,4,3,1,2,2,0,5.1,3.5,0.5,4.0,13.0,51.0
Tiago Tomás,"FW,MF",Stuttgart,1291,3,3,6,3,0,0,2,0,2.9,2.9,3.6,6.5,31.0,95.0
Takehiro Tomiyasu,DF,Arsenal,663,0,1,1,0,0,0,2,0,0.2,0.2,0.6,0.8,14.0,28.0
James Tomkins,DF,Crystal Palace,338,1,0,1,1,0,0,3,1,1.0,1.0,0.0,1.0,1.0,1.0
Fikayo Tomori,DF,Milan,2760,1,1,2,1,0,0,5,0,1.3,1.3,0.8,2.1,26.0,10.0
Sandro Tonali,MF,Milan,2713,2,7,9,2,0,0,7,0,2.4,2.4,5.7,8.1,61.0,86.0
Lorenzo Tonelli,DF,Empoli,19,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Toney,FW,Brentford,2951,20,4,24,14,6,7,9,0,18.7,13.2,5.1,18.3,14.0,165.0
Pablo Torre,"FW,MF",Barcelona,144,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,16.0
David Torres,DF,Valladolid,385,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,2.0,2.0
Ferrán Torres,"FW,MF",Barcelona,1392,4,2,6,4,0,1,5,1,4.9,4.1,4.1,8.2,43.0,180.0
Óliver Torres,"MF,FW",Sevilla,2137,3,1,4,3,0,0,2,0,2.6,2.6,3.3,5.9,38.0,156.0
Pau Torres,DF,Villarreal,3054,1,0,1,1,0,0,10,0,2.4,2.4,1.0,3.5,76.0,12.0
Roberto Torres,"FW,MF",Osasuna,11,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2.0,1.0
Lucas Torró,MF,Osasuna,2477,1,0,1,1,0,0,10,0,1.4,1.4,0.3,1.6,12.0,17.0
Nabil Touaizi,MF,Espanyol,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
Almamy Touré,DF,Eint Frankfurt,398,0,1,1,0,0,0,1,0,0.5,0.5,0.6,1.1,2.0,8.0
Birama Touré,MF,Auxerre,3400,2,0,2,2,0,1,3,0,1.9,1.1,0.2,1.3,10.0,25.0
Mohamed Toure,"FW,MF",Reims,23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
Lucas Tousart,MF,Hertha BSC,2944,5,2,7,5,0,0,1,0,3.6,3.6,2.0,5.5,37.0,79.0
Yoann Touzghar,FW,Ajaccio,447,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.3,3.0,24.0
Adama Traoré,"FW,MF",Wolves,1496,2,1,3,2,0,0,2,0,1.4,1.4,3.7,5.1,85.0,156.0
Bertrand Traoré,"FW,MF",Aston Villa,233,2,0,2,2,0,0,1,0,0.7,0.7,0.1,0.8,9.0,28.0
Boubacar Traoré,MF,Wolves,411,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.2,4.0,2.0
Charles Traore,DF,Nantes,482,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,2.0,8.0
Hamari Traoré,DF,Rennes,2528,1,4,5,1,0,0,5,0,1.9,1.9,2.6,4.4,55.0,162.0
Kevin Trapp,GK,Eint Frankfurt,2970,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Travers,GK,Bournemouth,1035,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Trejo,"MF,FW",Rayo Vallecano,2145,3,4,7,2,1,2,9,0,3.4,1.8,3.3,5.1,56.0,110.0
Manu Trigueros,MF,Villarreal,828,0,1,1,0,0,0,2,1,0.4,0.4,1.1,1.5,12.0,22.0
Christopher Trimmel,DF,Union Berlin,1811,0,6,6,0,0,0,1,0,0.7,0.7,3.2,4.0,34.0,80.0
Théo Trinker,MF,Nice,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran Trippier,DF,Newcastle Utd,3341,1,7,8,1,0,0,5,0,0.9,0.9,12.4,13.3,45.0,151.0
William Troost-Ekong,DF,Salernitana,444,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,1.0,0.0
Adrien Truffert,DF,Rennes,1954,0,6,6,0,0,0,1,0,0.6,0.6,1.5,2.2,55.0,166.0
Frank Tsadjout,FW,Cremonese,1051,3,1,4,3,0,0,1,0,2.0,2.0,0.5,2.6,15.0,63.0
Kostas Tsimikas,DF,Liverpool,771,0,4,4,0,0,0,3,0,0.6,0.6,1.6,2.3,23.0,77.0
Theocharis Tsingaras,MF,Toulouse,7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0
Viktor Tsyhankov,MF,Girona,1489,3,6,9,3,0,0,0,0,2.8,2.8,2.9,5.7,63.0,120.0
Alessandro Tuia,DF,Lecce,509,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1.0,0.0
Martin Turk,GK,Sampdoria,360,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Beñat Turrientes,"MF,FW",Real Sociedad,106,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,4.0
Tuta,DF,Eint Frankfurt,2718,2,1,3,2,0,0,8,0,2.3,2.3,0.8,3.1,23.0,17.0
Destiny Udogie,DF,Udinese,2704,3,4,7,3,0,0,5,0,2.9,2.9,4.2,7.1,109.0,155.0
Ike Ugbo,"FW,MF",Troyes,895,2,1,3,2,0,0,0,0,2.2,2.2,0.5,2.7,9.0,34.0
Lesley Ugochukwu,MF,Rennes,1330,0,1,1,0,0,0,3,1,0.9,0.9,0.8,1.8,11.0,11.0
Samir Ujkani,GK,Empoli,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sven Ulreich,GK,Bayern Munich,270,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Lauren Ulrich,MF,Stuttgart,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
Samuel Umtiti,DF,Lecce,2113,0,0,0,0,0,0,8,0,0.8,0.8,0.1,0.9,12.0,2.0
