Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Carries,CPA,Rec,PrgR
Robin Zentner,941,729,917,19,5,4,0,0,520,0,334,1
Alessio Zerbin,115,5,16,63,36,9,5,2,71,3,84,20
Michael Zetterer,66,56,66,0,0,0,0,0,37,0,27,0
Nathan Zeze,30,1,15,15,0,0,0,0,20,0,18,0
Edon Zhegrova,789,2,42,224,534,79,111,53,629,35,586,194
Piotr Zieliński,1755,19,183,822,765,54,58,22,1086,9,1361,129
David Zima,245,20,114,121,12,5,1,1,111,0,129,5
Oleksandr Zinchenko,2112,77,463,1058,610,33,25,15,1263,8,1398,68
Joshua Zirkzee,379,8,21,177,185,33,37,16,236,5,309,74
Hakim Ziyech,505,12,74,184,251,17,33,14,303,7,354,69
Jeroen Zoet,141,123,140,1,0,0,1,1,84,0,59,0
Simon Zoller,460,22,63,218,181,55,7,2,201,6,268,61
Nadir Zortea,153,7,45,50,60,7,21,10,78,2,82,13
Nadir Zortea,506,27,160,230,118,8,20,6,276,3,302,25
Tanguy Zoukrou,291,56,186,95,12,1,3,2,194,0,167,3
Kurt Zouma,1049,230,654,363,35,29,5,2,523,0,621,1
Petar Zovko,38,29,36,2,0,0,0,0,18,0,13,0
Igor Zubeldia,1772,180,820,912,48,10,8,8,1080,1,1148,4
Martín Zubimendi,2090,108,509,1350,259,18,24,9,1265,3,1443,29
Szymon Żurkowski,25,0,1,8,16,3,1,0,16,1,18,4
Szymon Żurkowski,169,16,45,80,46,4,11,8,85,2,87,10
Martin Ødegaard,2100,27,199,864,1060,122,83,48,1284,26,1550,193
Milan Đurić,644,32,62,314,270,60,6,2,262,3,551,72
Filip Đuričić,992,15,145,488,380,34,70,31,591,3,689,83
Blanco,,,,,,,,,,,,
Hugo Guillamón,,,,,,,,,,,,
